44.105330000	3.075280000	380.0
44.105240000	3.075310000	380.0
44.105070000	3.075360000	380.0
44.105030000	3.075350000	380.0
44.105010000	3.075390000	380.0
44.105010000	3.075420000	380.0
44.104640000	3.075650000	380.0
44.104290000	3.075840000	380.0
44.104190000	3.075970000	380.0
44.104130000	3.076010000	380.0
44.103870000	3.076160000	380.0
44.103810000	3.076160000	380.0
44.103720000	3.076180000	380.0
44.103720000	3.076170000	380.0
44.103710000	3.076170000	380.0
44.103700000	3.076180000	380.0
44.103680000	3.076180000	380.0
44.103670000	3.076190000	380.0
44.103650000	3.076200000	380.0
44.103620000	3.076210000	380.0
44.103540000	3.076290000	380.0
44.103170000	3.076510000	380.0
44.102970000	3.076610000	380.0
44.102820000	3.076710000	380.0
